F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
0,150.88,-31.83,-25.52,1.5,281.22,0.02,-7.16,-19.14,1.25,-17.32,5.89,-3.52,52,8.04,True
3,186.88,-31.86,-30.12,1.86,359.22,0.13,-6.76,-14.22,1.51,-21.74,8.89,-3.63,56,,True
3,150.88,-31.47,-25.04,1.7,254.22,-0.69,-7.33,-15.72,0.54,-18.08,5.89,-3.46,18,,True
3,182.88,-34.02,-25.98,0.76,338.22,0.06,-6.96,-18.93,1.43,-28,7.89,-3.39,20,7.31,False
3,154.88,-36.69,-26.52,0.78,308.22,2.06,-6.59,-13.38,1.54,-20.36,7.89,-3.76,2,9.62,True
3,212.88,-36.78,-27.14,1.58,332.22,-0.75,-8.73,-15.39,1.32,-18.5,7.89,-3.68,26,9.3,True
30,96.88,-20.91,-17.86,17.4,863.22,-4.45,-3.03,-10.26,9.55,-9.84,10.89,-8.24,130,,False
30,336.88,-23.58,-19.9,12.4,863.22,-2.15,-3.89,-10.35,8.8,-11.36,30.89,-8.59,220,,False
3,188.88,-37.86,-25.58,0.56,233.22,-0.17,-10.1,-19.29,1.41,-17.4,7.89,-3.53,26,9,True
3,184.88,-32.1,-25.44,2.04,272.22,0.41,-9.03,-16.56,1.77,-17.36,5.89,-3.27,20,8.58,True
3,174.88,-32.19,-26.14,1.16,287.22,0.87,-6.57,-12.42,1.97,-18.42,7.89,-3.29,36,,False
30,96.88,-27.9,-19.62,13,803.22,-3.19,-5.62,-13.74,5.4,-11.9,10.89,-8.39,210,,False
3,192.88,-33.12,-27.24,1,254.22,0.51,-6.89,-12.87,1.89,-25.1,7.89,-3.49,112,,False
30,86.88,-25.68,-21.7,13.4,623.22,-3.05,-3.47,-11.01,6.95,-17.66,20.89,-7.74,170,7.36,False
30,376.88,-20.37,-19.24,13.7,878.22,-1.86,-2.43,-11.1,5.2,-9.38,30.89,-10.14,290,,False
3,214.88,-39.54,-31.4,1.16,269.22,-0.54,-7.96,-12.39,0.12,-21.04,9.89,-3.04,4,7.22,False
30,306.88,-23.76,-21.08,10.1,563.22,-2.98,-4.17,-9.93,6.15,-13.66,30.89,-7.99,30,5.42,False
30,26.88,-22.2,-17.22,10.7,338.22,-2.91,-5.25,-13.29,13.95,-11.14,10.89,-9.14,550,6.16,False
30,106.88,-32.31,-17,18.8,668.22,-4.67,-3.06,-18.51,8.2,-15.18,10.89,-8.24,380,6.51,False
3,194.88,-39.15,-26.78,0.66,347.22,0.21,-8.54,-19.92,1.4,-18.52,9.89,-3.82,90,,False
3,210.88,-33,-26.34,1.68,281.22,-0.72,-6.39,-16.98,0.99,-17.66,7.89,-3.7,58,,True
30,166.88,-22.65,-16.18,11.9,608.22,-4.45,-2.02,-17.43,8.15,-8.66,10.89,-10.64,180,9.21,True
30,26.88,-19.38,-13.86,18.5,218.22,-3.37,-2.15,-14.16,5.1,-8.18,10.89,-11.19,260,9.61,True
30,36.88,-18.87,-18.06,16,428.22,-4.5,-4.09,-12.63,12.9,-10,10.89,-8.79,170,9.82,True
3,206.88,-31.65,-26.84,1.74,368.22,-0.08,-6.74,-16.17,1.52,-18.08,9.89,-3.7,102,,True
30,86.88,-19.98,-15.34,14.2,833.22,-5.84,-1.87,-17.88,13.1,-8.96,20.89,-11.44,720,,True
3,152.88,-44.94,-27.76,1.56,302.22,-0.57,-6.79,-15.06,0.81,-21.88,7.89,-3.76,68,,True
30,-3.12,-22.77,-28.64,13.6,308.22,-5.04,-1.8,-11.52,13.6,-12.42,10.89,-9.79,160,,True
30,76.88,-19.95,-18.74,14.8,368.22,-5.05,-2.92,-14.91,14.1,-9.86,10.89,-9.19,450,,True
30,16.88,-22.29,-16.04,14.4,668.22,-5.48,-2.24,-20.04,5.35,-7.52,10.89,-10.69,120,7.32,False
30,136.88,-19.86,-17.28,10.7,578.22,-5.11,-2.28,-15.15,6.3,-11.08,10.89,-10.39,570,,False
3,184.88,-33.42,-27.08,1.16,242.22,2.4,-9.69,-17.04,1.34,-17.76,7.89,-3.52,38,,True
30,106.88,-18.81,-23,16,863.22,-5.29,-2.74,-13.77,5.9,-11.38,10.89,-9.89,160,,False
3,164.88,-32.61,-25.18,1.48,359.22,1.56,-6.71,-14.73,1.32,-19.26,7.89,-3.8,78,8.58,True
30,76.88,-18.54,-16.58,12.5,653.22,-4.58,-2.13,-17.1,8.85,-8.4,10.89,-10.44,330,,False
30,16.88,-16.44,-14.76,15.3,668.22,-5.99,-1.33,-15.84,5.9,-11.9,20.89,-11.44,730,7.07,False
3,156.88,-32.34,-26.52,1.18,257.22,0.26,-6.6,-12.78,1.84,-24.56,7.89,-3.46,10,,True
3,204.88,-39.93,-25.84,0.36,287.22,0.37,-6.49,-14.61,0.4,-19,9.89,-3.75,36,7.34,False
15,86.88,-18.6,-15.06,17.8,803.22,-5.22,-1.47,-25.14,12.1,-9.18,10.89,-9.79,650,,True
30,306.88,-19.29,-21.66,13.1,533.22,-2.63,-2.49,-18.75,10.05,-8.8,20.89,-9.24,730,5.96,False
30,166.88,-25.44,-17.46,14.2,488.22,-4.02,-2.43,-20.25,7.05,-9.1,10.89,-8.99,520,,False
3,208.88,-32.07,-34.52,1.46,314.22,2.04,-9.91,-17.07,0.16,-19.26,9.89,-3.7,144,,True
3,220.88,-34.74,-25.8,1.68,341.22,-0.05,-7.79,-12.03,1.06,-19.54,8.89,-2.92,0,7.51,True
3,222.88,-49.02,-28.58,1.08,347.22,-0.4,-7.23,-13.2,1.53,-18.8,7.89,-2.92,44,,False
30,166.88,-22.65,-20.42,10.3,683.22,-4.7,-3.35,-15.36,5.25,-10.26,20.89,-9.74,680,,False
3,144.88,-31.68,-27.26,1.9,335.22,-0.38,-10.51,-18,1.66,-19.28,7.89,-3.74,70,,True
30,236.88,-19.65,-17.96,16,593.22,-3.72,-3.29,-8.1,6.65,-10.68,20.89,-8.34,40,7.43,False
30,86.88,-21.33,-18.4,14.6,488.22,-3.3,-3.17,-11.16,14.75,-13.42,10.89,-8.19,560,7.64,False
30,66.88,-18.24,-20.24,10.9,878.22,-5.24,-1.9,-15.15,8.1,-8.36,10.89,-12.04,330,7.87,False
30,256.88,-22.68,-22.26,13.9,908.22,-3.82,-3.04,-22.14,7.7,-8.88,20.89,-10.34,720,7.48,False
3,194.88,-32.94,-29.6,1.1,299.22,2.05,-7.43,-14.58,0.94,-25,9.89,-3.31,40,,False
30,296.88,-25.08,-19.34,10.3,533.22,-2.87,-5.17,-10.23,13.55,-13.66,20.89,-8.14,650,5.58,False
3,156.88,-31.8,-25.4,1.68,281.22,-0.96,-7.01,-13.83,0.28,-24.92,7.89,-3.55,10,8.66,True
3,208.88,-33.99,-26.78,1.64,368.22,-0.18,-6.34,-13.14,0.99,-17.44,9.89,-3.81,8,9.77,True
3,182.88,-33.42,-27.04,1.68,341.22,-0.59,-7.42,-14.19,0.28,-20.9,5.89,-3.7,24,8.9,True
30,176.88,-23.79,-16.96,18,533.22,-6.31,-0.95,-18.81,8.55,-6.8,20.89,-11.54,700,8.79,True
30,-3.12,-20.34,-16.6,18.1,338.22,-5.2,-3.03,-12.96,5.85,-7.76,5.89,-9.19,10,,True
30,56.88,-24.6,-20.6,11.6,338.22,-5.57,-1.76,-10.8,12.45,-7.86,10.89,-10.24,140,9.17,True
30,136.88,-18.09,-17.3,15.1,533.22,-4.27,-2.84,-12.99,9.85,-10.96,10.89,-10.09,430,8.91,True
3,222.88,-32.76,-26.08,1.62,344.22,-0.32,-7.36,-13.32,1.62,-19.62,9.89,-3.71,14,,True
30,196.88,-19.92,-17.74,14.1,893.22,-3.84,-3.47,-9.36,12.8,-10.2,15.89,-9.59,370,,False
30,306.88,-29.37,-17.28,11.7,818.22,-4.16,-2.44,-12.9,7.55,-8.92,30.89,-11.04,690,,True
3,210.88,-33.24,-25.86,0.16,350.22,-0.6,-7.16,-12.03,0.31,-17.86,9.89,-3.52,14,,False
3,182.88,-37.29,-25.66,0.3,317.22,-0.24,-7.51,-13.29,0.68,-22.3,5.89,-3.81,22,,False
3,148.88,-37.05,-25.88,2.02,362.22,0.34,-7.91,-14.34,1.53,-18.92,5.89,-3.77,74,7.84,True
3,218.88,-35.28,-25.3,1.34,287.22,-0.85,-7.06,-13.62,0.77,-17.56,7.89,-3.71,150,,True
30,176.88,-19.95,-17.08,17.9,443.22,-1.38,-3.69,-9.51,5.8,-12.26,20.89,-8.79,190,9.59,True
30,206.88,-20.67,-17.24,17.4,338.22,0.63,-4.22,-14.04,9,-11.14,20.89,-8.19,720,,False
3,148.88,-43.08,-28.34,0.82,290.22,1.08,-7.83,-14.67,0.9,-17.44,7.89,-3.45,4,7.28,False
30,66.88,-22.23,-20.48,12.6,308.22,-3.42,-4.18,-12.9,11.8,-10.08,20.89,-8.59,530,7.45,False
3,222.88,-32.4,-26.22,1.2,353.22,-0.1,-7.45,-18.63,1.8,-17.54,7.89,-3.46,50,,True
30,156.88,-28.71,-17.16,15.9,608.22,-4.98,-3.18,-10.68,12.15,-9.08,10.89,-8.54,230,6.55,False
30,396.88,-20.94,-19.2,12.4,833.22,-4.91,-2.65,-9.78,6.75,-14.1,20.89,-11.09,410,,True
30,176.88,-19.29,-24.86,11.6,458.22,-4.33,-3.78,-13.98,8.15,-9.8,10.89,-9.74,190,,False
30,156.88,-23.25,-16.44,17.3,398.22,-4.93,-2.12,-12.48,9.15,-8.14,20.89,-8.44,130,9,True
3,160.88,-45.12,-27.7,1.06,245.22,-0.87,-8.64,-17.31,1.54,-17.16,5.89,-3.57,118,,True
30,116.88,-22.5,-26.8,14.4,293.22,-4.74,-4.11,-9.87,8.75,-9.7,10.89,-7.89,140,6.65,False
30,406.88,-24.48,-20.46,11.3,833.22,-3.41,-3.2,-8.46,6,-20.26,20.89,-9.14,220,6.97,False
30,16.88,-18.24,-17.46,12.8,668.22,-4.85,-2.6,-13.74,10.65,-8,10.89,-10.64,210,,True
15,266.88,-22.38,-17.12,13.1,668.22,-2.96,-2.52,-11.94,8.25,-8.82,30.89,-8.89,420,7.72,True
3,164.88,-33.36,-31.42,1.86,314.22,-0.66,-6.5,-15.27,1.46,-24.68,7.89,-3.71,10,,True
30,46.88,-26.31,-18.58,13.2,728.22,-3.61,-7.9,-14.7,5.75,-11.46,20.89,-8.59,600,7.32,False
3,214.88,-33.09,-26.32,0.94,293.22,1.25,-7.24,-17.25,2,-21.46,9.89,-3.39,72,,True
3,198.88,-38.97,-26.72,0.72,293.22,0.02,-6.75,-17.37,2.01,-17.16,7.89,-3.86,12,,True
30,76.88,-20.58,-16.76,10.3,623.22,-5.46,-7.13,-19.92,14.8,-12.92,10.89,-11.34,620,,False
3,206.88,-38.01,-27.2,1.36,347.22,-0.84,-9.28,-13.35,0.67,-19.1,7.89,-3.55,62,7.2,False
3,176.88,-32.73,-26,0.92,296.22,-0.75,-6.98,-15.81,1.1,-17.36,7.89,-3.69,20,8.76,True
3,208.88,-39.75,-26.28,1.88,341.22,-0.62,-7.9,-14.22,0.09,-18.36,9.89,-3.74,66,,True
3,216.88,-34.11,-26.96,0.68,233.22,-0.71,-10.03,-16.02,1.22,-19.62,7.89,-3.12,8,,True
30,26.88,-24.66,-22.56,11.3,383.22,-2.98,-3.79,-13.77,7.05,-10.18,20.89,-8.29,50,7.73,False
30,6.88,-22.41,-20.5,11.9,458.22,-4.06,-3.61,-20.04,7.6,-11.26,20.89,-8.34,190,7.21,False
30,146.88,-17.37,-16.88,15.8,758.22,-4.56,-1.61,-13.59,11.55,-19.32,10.89,-11.14,580,,True
3,198.88,-32.94,-25.36,0.36,263.22,-0.73,-8.46,-13.62,0.93,-18.86,7.89,-3.4,30,7.36,False
30,66.88,-18.42,-15.74,20.5,518.22,-4.55,-1.79,-15.78,6.05,-8.72,10.89,-9.74,100,9.49,True
0,200.88,-34.47,-25.28,0.52,305.22,-0.8,-6.38,-14.7,0.29,-18.08,7.89,-3.79,42,8.01,True
3,156.88,-33,-27.26,1.56,278.22,-0.73,-7.2,-19.47,1.66,-17.66,5.89,-3.6,12,8.84,True
3,172.88,-42.18,-31.38,0.84,242.22,-0.02,-7.49,-17.79,1.03,-18.12,5.89,-3.39,18,6.7,False
30,346.88,-32.25,-15.74,17.8,488.22,-4.17,-4.08,-11.37,5.5,-8.14,30.89,-9.89,460,9.33,True
3,172.88,-31.53,-28.2,1.34,332.22,-0.94,-6.43,-13.8,0.42,-19.02,7.89,-3.87,58,,True
3,186.88,-36.66,-27.72,1.6,251.22,0.36,-6.57,-14.82,0.61,-17.22,8.89,-3.72,28,9.1,True
30,46.88,-22.5,-17.6,10.8,428.22,-4.37,-4.3,-12.33,11.5,-10.42,10.89,-8.84,110,6.58,False
30,186.88,-16.05,-19.42,17.4,698.22,-6.26,-1.74,-12.81,6.05,-10.72,20.89,-11.74,400,9.51,True
3,188.88,-32.91,-28.74,2,233.22,1.75,-6.71,-13.68,0.18,-21.78,7.89,-3.2,8,8.24,True
3,188.88,-35.64,-24.9,1.06,287.22,2.06,-7.05,-21.9,0.1,-17.96,7.89,-3.79,6,8.55,True
30,146.88,-24.21,-18.84,15.2,773.22,-3.43,-4.58,-20.73,5.65,-13.64,10.89,-8.19,670,,False
30,226.88,-20.79,-19.68,13.1,668.22,-3.86,-3.48,-12.51,14.15,-11,20.89,-10.29,450,7.78,True
3,188.88,-34.92,-28.86,1.66,332.22,1.82,-6.49,-17.37,0.22,-17.44,9.89,-3.42,76,,False
30,46.88,-23.55,-16.3,17,908.22,-4.52,-4.25,-10.11,5.95,-8.44,20.89,-9.89,90,8.89,True
30,16.88,-23.19,-16.5,19.5,878.22,-3.91,-2.07,-20.55,9.15,-13.16,10.89,-8.99,610,,False
3,184.88,-39.21,-26.26,1.34,329.22,-0.37,-6.65,-16.77,0.87,-22.32,7.89,-3.48,86,9.11,False
30,156.88,-26.82,-17.16,15.6,578.22,-3.35,-2.6,-13.29,5.9,-13.98,10.89,-8.34,300,7.92,False
30,296.88,-17.88,-18.8,12.8,833.22,-5.7,-1.46,-9.93,6,-9.2,30.89,-11.99,400,,True
3,212.88,-37.71,-29.8,1.46,293.22,0.23,-7.96,-12.45,0.95,-17.66,7.89,-3.26,12,,False
3,212.88,-34.89,-25.6,1.34,278.22,5.43,-7.66,-13.35,0.92,-21.48,9.89,-3.28,56,,False
30,156.88,-22.71,-23.26,14.5,743.22,-2.5,-4.19,-15.75,12.9,-13.3,10.89,-9.34,110,6.74,False
30,106.88,-20.34,-15.16,20.1,488.22,-4.1,-1.51,-11.22,7.55,-13.84,20.89,-9.34,160,,True
3,202.88,-37.8,-32.12,1.3,353.22,0.38,-8.24,-16.02,0.3,-17.74,7.89,-3.41,18,7.28,False
30,76.88,-19.71,-17.9,15.8,593.22,-4.04,-3.32,-13.68,7.95,-9.36,10.89,-8.49,240,,False
30,36.88,-20.82,-15.02,16,353.22,-5.35,-3.39,-15.3,6.9,-8.7,10.89,-10.49,430,7.94,False
3,204.88,-34.59,-29.96,1.22,293.22,-0.54,-7.49,-12.15,1.94,-20.32,9.89,-3.66,10,9.29,True
3,188.88,-43.74,-29.3,0.86,296.22,0.02,-7.47,-13.32,1.65,-18.8,9.89,-3.76,156,,True
3,204.88,-34.77,-28.2,0.94,275.22,-0.57,-7.07,-12.54,0.81,-21.44,9.89,-3.44,26,9.14,True
30,256.88,-20.4,-20.12,15.9,683.22,-5.12,-2.94,-8.82,6.3,-14.02,30.89,-9.44,170,7.82,False
3,188.88,-33.24,-26.78,0.86,320.22,0.31,-7.99,-17.25,1.64,-18.86,9.89,-3.64,92,,False
30,306.88,-20.79,-22.22,17.3,893.22,-3.74,-3.77,-14.88,5.7,-19.04,20.89,-8.89,730,,False
30,6.88,-15.51,-18.74,16.5,218.22,1.49,-2.95,-15.84,11.15,-9.7,20.89,-10.69,740,8.97,True
30,86.88,-28.62,-17.22,20.4,788.22,-5.3,-2.27,-14.25,11.75,-10.66,20.89,-9.09,650,6.74,False
3,198.88,-39.12,-29.18,0.78,323.22,-0.39,-6.65,-12.54,1.23,-21.62,9.89,-3.32,88,,False
3,150.88,-36.12,-27.9,1.18,353.22,1.18,-6.99,-15.48,1.56,-23.54,7.89,-3.31,62,,False
30,316.88,-16.74,-15.58,11.2,248.22,-5.95,-1.17,-15.48,8.65,-6.94,20.89,-11.59,740,8.1,True
3,168.88,-32.07,-26.32,1.44,359.22,-0.8,-6.66,-18.57,1.55,-19.42,5.89,-3.51,30,7.69,False
3,218.88,-40.38,-26.5,0.28,257.22,-0.38,-9.01,-14.79,0.62,-19.56,9.89,-3.87,40,8.36,True
3,192.88,-33.81,-26,0.1,278.22,0.01,-7.5,-13.53,1.4,-19.06,7.89,-3.62,108,7.36,False
30,116.88,-27.87,-21.6,10.5,833.22,-2.88,-3.46,-16.02,6.55,-11.7,10.89,-9.09,510,6.25,False
30,356.88,-30.69,-23.2,11.8,563.22,-3.25,-6.42,-10.44,14.85,-11.9,30.89,-7.64,410,,False
3,172.88,-35.49,-25.58,0.92,308.22,-0.65,-6.95,-13.47,1.5,-18.66,7.89,-3.2,38,8.06,False
30,316.88,-19.68,-18.48,16.5,803.22,-4.52,-2.45,-20.61,8.15,-12.98,30.89,-9.19,630,,False
30,96.88,-22.17,-16.88,17.1,833.22,-5.64,-1.82,-14.94,6.5,-7.28,20.89,-11.79,510,,True
3,216.88,-34.95,-26.9,1.72,278.22,-0.79,-6.81,-14.37,1.41,-18.32,9.89,-3.51,10,8.48,True
3,206.88,-31.74,-33.04,0.58,257.22,-0.93,-6.73,-13.5,1.05,-19.48,9.89,-3.77,132,7.97,True
3,194.88,-33.69,-25.74,0.84,272.22,0.23,-7.19,-13.41,0.75,-20.38,6.89,-3.47,0,,False
3,148.88,-44.85,-26.6,1.88,302.22,-0.64,-7.77,-13.26,1.39,-19.82,7.89,-3.4,64,,True
3,180.88,-35.43,-26.32,0.52,338.22,-0.35,-7.64,-12.9,0.4,-17.44,7.89,-3.82,18,8.06,False
3,214.88,-42.51,-26.26,1.58,233.22,0.36,-7.3,-15.3,1.03,-17.04,7.89,-3.5,28,,True
0,198.88,-33.81,-24.78,1.8,323.22,-0.7,-8.27,-14.37,0.66,-26.06,9.89,-3.67,100,,True
30,326.88,-21.9,-17.66,17.4,848.22,-4.23,-3.24,-8.49,14.2,-13.84,20.89,-8.64,720,,False
3,224.88,-34.26,-26.46,1.28,353.22,-0.4,-7.21,-13.65,1.66,-18.58,7.89,-3.38,84,,False
3,212.88,-31.56,-24.94,1.4,260.22,0.45,-6.4,-19.2,1.77,-17.74,7.89,-3.64,134,8.64,True
3,168.88,-41.19,-26.42,1.28,278.22,4.77,-6.6,-18.57,1.5,-18.14,7.89,-3.21,36,,False
30,86.88,-25.32,-20.84,12.2,668.22,-1.94,-4.16,-8.34,13.2,-11.5,10.89,-8.14,130,,False
3,184.88,-31.74,-25.28,1.58,320.22,0.34,-8.68,-13.44,0,-21.2,7.89,-3.68,58,8.39,True
3,154.88,-35.07,-28.24,1.52,317.22,0.9,-7.34,-18.81,1.44,-20.28,7.89,-3,26,,False
30,86.88,-20.04,-15.74,19.3,668.22,-5.09,-2.08,-11.88,14,-8.48,20.89,-8.79,540,,True
30,16.88,-27.78,-20.06,12,428.22,-3.24,-4.76,-16.86,5.35,-10.76,10.89,-8.04,260,6.84,False
30,236.88,-20.19,-18.88,17.6,893.22,-4.2,-4.12,-19.35,6.2,-10.94,30.89,-8.54,410,7.4,False
3,152.88,-32.07,-25.62,1.94,269.22,-1.01,-7.3,-18.33,1.9,-21.66,7.89,-3.48,126,8.56,True
30,-23.12,-16.26,-18.14,14.6,698.22,-6,-1.91,-18.78,7.1,-7.32,10.89,-12.54,400,,False
3,182.88,-35.52,-28.14,1.04,257.22,0.18,-7.14,-14.52,0.56,-17.3,5.89,-3.57,6,8.78,True
30,166.88,-25.95,-16.54,17.6,653.22,-5.9,-3.41,-15.72,11.4,-7.12,10.89,-10.44,550,8.51,True
3,222.88,-34.62,-26.18,1.28,344.22,0.23,-7.33,-15.66,1.89,-22.22,9.89,-3.3,12,,True
30,126.88,-16.32,-22.44,12.4,728.22,-5.37,-1.96,-17.4,15.25,-6.86,10.89,-12.59,660,,True
30,176.88,-20.07,-18.6,14.8,848.22,-3.79,-3.21,-17.01,13.05,-8.96,10.89,-9.94,330,6.69,True
3,216.88,-32.28,-25.42,0.62,332.22,2.03,-8.14,-12.72,1.63,-18.5,7.89,-3.76,16,,True
30,66.88,-20.01,-19.6,20.6,323.22,-5.75,-1.71,-18.78,5.95,-7.74,10.89,-7.99,540,7.08,False
3,218.88,-34.05,-25.06,1.22,287.22,1.37,-7.18,-19.29,1.38,-19.88,7.89,-3.74,106,8.13,True
30,336.88,-17.97,-17,18.3,458.22,-4.48,-1.88,-16.29,6.8,-15.58,20.89,-8.24,650,7.48,False
3,214.88,-34.38,-25.6,0.86,245.22,0.86,-7.6,-12.93,1.57,-20.64,7.89,-2.97,62,6.88,False
30,256.88,-24.24,-17.64,16.7,668.22,-4.44,-3.77,-10.8,7.1,-10.66,20.89,-7.89,350,,False
3,208.88,-33.15,-25.52,1.42,284.22,-0.35,-8.33,-18.6,0.05,-17.98,9.89,-3.5,58,,False
3,176.88,-36.63,-27.78,1.72,305.22,-0.58,-10.41,-14.52,0.66,-22.76,5.89,-3.58,6,,True
3,224.88,-32.22,-25.46,1.84,353.22,-0.32,-12.52,-13.71,0,-18.26,7.89,-3.2,16,,False
3,212.88,-35.88,-27.18,1.02,353.22,1.89,-7.76,-11.73,1.36,-17.44,7.89,-3.82,16,8.18,True
3,192.88,-38.55,-26.44,1.3,362.22,0.48,-7.06,-12.39,1.91,-19.24,9.89,-3.42,26,,True
30,176.88,-31.74,-19.36,11.4,863.22,-3.78,-5.19,-17.04,11.5,-11.26,20.89,-9.09,20,6.43,False
30,46.88,-17.67,-16.36,11.4,623.22,-4.29,-2.56,-12.84,11.2,-9.64,20.89,-11.04,380,,True
3,154.88,-36.06,-28.92,1.52,275.22,-0.11,-7.1,-14.52,1.77,-18.38,7.89,-3.27,6,,False
30,316.88,-25.92,-20.78,14.8,818.22,-3.31,-3.59,-9.42,9.55,-16,30.89,-7.89,170,,False
3,202.88,-39.3,-25.6,1.24,338.22,-0.34,-7.99,-12.75,0.95,-19,9.89,-3.73,22,9.77,True
30,146.88,-22.08,-21.56,10.9,923.22,-2.42,-2.82,-14.67,6.25,-14.58,20.89,-10.49,720,,False
3,214.88,-34.59,-26.2,1.4,257.22,-0.21,-6.58,-12.78,0.52,-19.72,9.89,-3.76,24,9.47,True
30,86.88,-18.45,-18.74,14.8,473.22,-5.49,-3.87,-13.98,11.65,-8.4,10.89,-9.39,350,9.28,True
3,194.88,-35.16,-26.1,1.52,335.22,-0.79,-6.75,-11.61,1.57,-17.48,9.89,-3.39,26,,True
3,214.88,-33.3,-39.38,1.24,338.22,-0.54,-7.34,-13.71,1.05,-18.16,7.89,-3.1,46,,False
3,192.88,-33.84,-26.48,1.82,245.22,-0.93,-6.33,-16.56,0.54,-19.8,9.89,-3.35,60,,True
3,196.88,-35.55,-28.96,1.6,254.22,-0.41,-6.54,-17.67,0.19,-17.86,9.89,-3.58,128,,True
30,56.88,-17.28,-14.84,18.8,893.22,-5.59,-1.81,-18.78,5.2,-7.82,10.89,-11.19,230,8.15,True
3,218.88,-33.63,-28.34,0.4,287.22,2.79,-6.69,-12.99,1.37,-17.3,9.89,-3.68,148,,False
3,202.88,-35.97,-27.9,1.6,308.22,-0.52,-6.91,-20.31,1.13,-21.24,9.89,-3.24,98,7.29,False
3,164.88,-32.04,-29.32,0.1,239.22,0.02,-6.57,-16.41,1.04,-19.68,7.89,-3.49,20,,False
30,226.88,-20.25,-18.1,14.5,518.22,-3.65,-4.24,-10.41,10.8,-12.32,20.89,-8.39,560,7.45,False
30,46.88,-17.82,-15.96,20.3,608.22,-5.03,-4.77,-11.73,8.55,-8.42,20.89,-9.24,380,8.41,True
30,76.88,-18.63,-19.06,11.5,713.22,-5.33,-1.73,-10.17,5.85,-10.28,20.89,-11.44,120,9.88,True
30,306.88,-19.89,-16.98,11.2,293.22,-4.97,-2.79,-13.08,9.4,-8.58,20.89,-9.59,160,,False
3,208.88,-31.92,-28.98,1.96,275.22,0.09,-6.49,-18.78,0.76,-19.88,7.89,-3.44,6,,True
3,166.88,-45.27,-30.32,1.46,287.22,1.62,-6.59,-15.78,0.69,-21.14,7.89,-3.61,42,9.48,True
3,190.88,-35.13,-25.28,1.76,353.22,0.99,-6.96,-13.26,1.49,-17.24,9.89,-3.74,60,,True
30,336.88,-19.47,-18.42,17.1,848.22,-5.03,-2.79,-12.75,6.35,-9.2,20.89,-9.24,240,7.9,True
3,196.88,-34.08,-26.2,1.64,296.22,0.66,-6.62,-17.43,1.17,-20.98,7.89,-3.77,154,8.35,True
30,46.88,-32.37,-16.76,13.1,878.22,-3.21,-2.07,-12.36,10.4,-14.3,10.89,-10.89,50,,True
30,346.88,-24.21,-20.5,13.7,893.22,-3.67,-3.33,-13.71,14.5,-14.08,20.89,-8.54,380,8.06,False
3,150.88,-35.73,-25.28,1.48,287.22,-0.18,-7.26,-13.77,1.77,-23.96,5.89,-3.3,28,,False
30,126.88,-26.85,-23.2,12.8,863.22,-3.88,-5.16,-16.44,9.05,-10.6,20.89,-9.24,670,6.16,False
30,266.88,-19.23,-16.4,13.6,233.22,-3.49,-3.97,-8.22,10.35,-11.1,20.89,-8.54,370,,True
3,218.88,-42.99,-26.66,0.32,254.22,-0.54,-9.95,-16.86,1.6,-18.74,9.89,-2.91,18,8.9,True
3,166.88,-36.18,-25.62,1.62,302.22,0.92,-6.84,-13.86,1.29,-18.88,5.89,-3.52,8,,True
30,216.88,-20.94,-19.64,15.7,668.22,-3.92,-3.39,-19.95,12.75,-8.24,20.89,-9.54,500,,True
3,170.88,-34.08,-25.7,1.56,362.22,-0.05,-8.12,-13.05,1.52,-20.82,7.89,-3.75,30,,True
30,196.88,-20.1,-27.08,14.2,608.22,-3.38,-4.96,-20.97,5.55,-12.2,15.89,-8.59,190,7.09,False
30,106.88,-19.59,-16.66,13.1,668.22,-5.05,-2.31,-14.49,5.9,-9.68,20.89,-10.39,460,6.22,False
3,150.88,-31.77,-26.56,0.9,224.22,-0.73,-6.43,-16.71,0.37,-20.78,7.89,-3.66,20,,True
3,204.88,-33.96,-37.18,1.28,290.22,-0.06,-6.57,-11.46,1.64,-17.5,9.89,-3.29,20,,True
30,116.88,-18.21,-18.62,19.2,608.22,-5.34,-2.6,-18.06,7.55,-8.1,20.89,-9.49,500,,True
30,206.88,-25.86,-24.14,11.6,878.22,-2.5,-4.85,-10.44,13.3,-13.22,30.89,-8.19,530,6.95,False
30,66.88,-19.74,-21.68,13.4,578.22,-5.52,-3.56,-14.52,5.9,-8.86,20.89,-10.04,580,,False
30,86.88,-27.09,-21.1,14.8,578.22,-4.67,-3.47,-13.38,6.95,-10.84,20.89,-8.24,50,,False
30,226.88,-22.23,-24.56,12.8,398.22,-5.58,-4.7,-21.99,5.65,-8.04,20.89,-10.34,170,9.02,True
3,212.88,-37.41,-25.64,1.34,344.22,-0.4,-7.49,-13.53,0.49,-18.08,7.89,-3.74,84,9.12,True
3,156.88,-40.95,-26.44,1.04,326.22,1.98,-7.04,-14.73,1.32,-26.2,7.89,-3.15,14,7.29,False
3,218.88,-37.23,-26.08,0.86,251.22,0.65,-7.25,-16.74,1,-19.02,9.89,-3.4,46,7.92,True
3,200.88,-33.21,-27.92,0.96,257.22,-0.37,-7.48,-14.82,0.43,-18.44,9.89,-3.8,14,,True
3,224.88,-36.51,-25.22,1.06,287.22,0.53,-9.65,-12.18,0.42,-17.82,9.89,-3.77,36,9.1,True
